INDEX;PART_NAME;PACKAGE_NAME;PIN_INDEX;PAD_NAME;CENTER_X;CENTER_Y;LONG_SIDE_LENGTH;SHORT_SIDE_LENGTH;ANGLE_DEGREE;NET
480;R26;0402-B;1;2;-15.107;-12.7;0.62;0.62;0;N$1009
481;R28;0402-B;0;1;-16.96;-6.985;0.62;0.62;0;N$1009
482;R28;0402-B;1;2;-16.06;-6.985;0.62;0.62;0;GND
483;TR7;TRIM-PVZ2A;0;2;-15.557;-8.643;0.9;0.9;0;N$1009
484;TR7;TRIM-PVZ2A;1;3;-16.207;-8.643;0.6;0.7;180;N$1944
485;TR7;TRIM-PVZ2A;2;1;-14.907;-8.643;0.6;0.7;180;N$1022
486;R27;0402-B;0;1;-16.96;-12.7;0.62;0.62;0;N$1022
487;R27;0402-B;1;2;-16.06;-12.7;0.62;0.62;0;GND
488;C43;0603-B;0;1;-13.183;-14.287;0.95;1.0;0;N$1008
489;C43;0603-B;1;2;-11.582;-14.287;0.95;1.0;0;GND
490;C44;0402-B;0;1;-15.055;-6.985;0.62;0.62;0;N$1011
491;C44;0402-B;1;2;-14.155;-6.985;0.62;0.62;0;GND
492;C45;0603-B;0;1;-12.23;-6.985;0.95;1.0;0;BETA_5V'
493;C45;0603-B;1;2;-10.63;-6.985;0.95;1.0;0;GND
494;L7;0805-B;0;1;-13.283;-12.7;1.15;1.45;0;N$1008
495;L7;0805-B;1;2;-11.482;-12.7;1.15;1.45;0;S_VS'
496;SW;DFN65P300X300X100-9N;0;1;-22.377;-8.56;0.3556;0.762;0;BETA_5V'
497;SW;DFN65P300X300X100-9N;1;2;-22.377;-9.195;0.3556;0.762;0;BETA_5V'
498;SW;DFN65P300X300X100-9N;2;3;-22.377;-9.855;0.3556;0.762;0;SW_EN
499;SW;DFN65P300X300X100-9N;3;4;-22.377;-10.49;0.3556;0.762;0;GND
500;SW;DFN65P300X300X100-9N;4;5;-19.533;-10.49;0.3556;0.762;0;SW_PG
501;SW;DFN65P300X300X100-9N;5;6;-19.533;-9.855;0.3556;0.762;0;N$1019
502;SW;DFN65P300X300X100-9N;6;7;-19.533;-9.195;0.3556;0.762;0;N$1017
503;SW;DFN65P300X300X100-9N;7;8;-19.533;-8.56;0.3556;0.762;0;N$1016
504;SW;DFN65P300X300X100-9N;8;9;-20.955;-9.525;1.5494;2.413;0;GND
505;R30;0402-B;0;1;-25.532;-12.7;0.62;0.62;0;N$1016
506;R30;0402-B;1;2;-24.633;-12.7;0.62;0.62;0;N$1017
507;R32;0402-B;0;1;-26.485;-6.985;0.62;0.62;0;N$1017
508;R32;0402-B;1;2;-25.585;-6.985;0.62;0.62;0;GND
509;TR8;TRIM-PVZ2A;0;2;-25.082;-8.643;0.9;0.9;0;N$1017
510;TR8;TRIM-PVZ2A;1;3;-25.732;-8.643;0.6;0.7;180;N$3430
511;TR8;TRIM-PVZ2A;2;1;-24.433;-8.643;0.6;0.7;180;N$3239
512;R31;0402-B;0;1;-26.485;-12.7;0.62;0.62;0;N$3239
513;R31;0402-B;1;2;-25.585;-12.7;0.62;0.62;0;GND
514;C46;0603-B;0;1;-22.707;-14.287;0.95;1.0;0;N$1016
515;C46;0603-B;1;2;-21.107;-14.287;0.95;1.0;0;GND
516;C47;0402-B;0;1;-24.58;-6.985;0.62;0.62;0;N$1019
517;C47;0402-B;1;2;-23.68;-6.985;0.62;0.62;0;GND
518;C48;0603-B;0;1;-21.755;-6.985;0.95;1.0;0;BETA_5V'
519;C48;0603-B;1;2;-20.155;-6.985;0.95;1.0;0;GND
520;L8;0805-B;0;1;-22.807;-12.7;1.15;1.45;0;N$1016
521;L8;0805-B;1;2;-21.008;-12.7;1.15;1.45;0;S_VW'
522;MXS;DFN65P300X300X100-9N;0;1;-45.237;-14.275;0.3556;0.762;0;BETA_5V'
523;MXS;DFN65P300X300X100-9N;1;2;-45.237;-14.91;0.3556;0.762;0;BETA_5V'
524;MXS;DFN65P300X300X100-9N;2;3;-45.237;-15.57;0.3556;0.762;0;MXS_EN
525;MXS;DFN65P300X300X100-9N;3;4;-45.237;-16.205;0.3556;0.762;0;GND
526;MXS;DFN65P300X300X100-9N;4;5;-42.393;-16.205;0.3556;0.762;0;MXS_PG
527;MXS;DFN65P300X300X100-9N;5;6;-42.393;-15.57;0.3556;0.762;0;N$47
528;MXS;DFN65P300X300X100-9N;6;7;-42.393;-14.91;0.3556;0.762;0;N$46
529;MXS;DFN65P300X300X100-9N;7;8;-42.393;-14.275;0.3556;0.762;0;N$1
530;MXS;DFN65P300X300X100-9N;8;9;-43.815;-15.24;1.5494;2.413;0;GND
531;R41;0402-B;0;1;-46.17;-12.065;0.62;0.62;0;N$1
532;R41;0402-B;1;2;-45.27;-12.065;0.62;0.62;0;N$46
533;R42;0402-B;0;1;-44.265;-12.065;0.62;0.62;0;N$46
534;R42;0402-B;1;2;-43.365;-12.065;0.62;0.62;0;GND
535;C49;0603-B;0;1;-47.155;-15.24;0.95;1.0;0;N$1
536;C49;0603-B;1;2;-45.555;-15.24;0.95;1.0;0;GND
537;C50;0402-B;0;1;-42.36;-12.065;0.62;0.62;0;N$47
538;C50;0402-B;1;2;-41.46;-12.065;0.62;0.62;0;GND
539;C51;0603-B;0;1;-42.075;-15.24;0.95;1.0;0;BETA_5V'
540;C51;0603-B;1;2;-40.475;-15.24;0.95;1.0;0;GND
541;L9;0805-A;0;1;-49.26;-15.24;1.35;1.55;0;N$1
542;L9;0805-A;1;2;-47.26;-15.24;1.35;1.55;0;PCIE_S_V'
543;MCS;DFN65P300X300X100-9N;0;1;-45.237;-6.655;0.3556;0.762;0;BETA_5V'
544;MCS;DFN65P300X300X100-9N;1;2;-45.237;-7.29;0.3556;0.762;0;BETA_5V'
545;MCS;DFN65P300X300X100-9N;2;3;-45.237;-7.95;0.3556;0.762;0;MCS_EN
546;MCS;DFN65P300X300X100-9N;3;4;-45.237;-8.585;0.3556;0.762;0;GND
547;MCS;DFN65P300X300X100-9N;4;5;-42.393;-8.585;0.3556;0.762;0;MCS_PG
548;MCS;DFN65P300X300X100-9N;5;6;-42.393;-7.95;0.3556;0.762;0;N$3236
549;MCS;DFN65P300X300X100-9N;6;7;-42.393;-7.29;0.3556;0.762;0;N$3235
550;MCS;DFN65P300X300X100-9N;7;8;-42.393;-6.655;0.3556;0.762;0;N$3234
551;MCS;DFN65P300X300X100-9N;8;9;-43.815;-7.62;1.5494;2.413;0;GND
552;R39;0402-B;0;1;-46.17;-4.445;0.62;0.62;0;N$3234
553;R39;0402-B;1;2;-45.27;-4.445;0.62;0.62;0;N$3235
554;R40;0402-B;0;1;-44.265;-4.445;0.62;0.62;0;N$3235
555;R40;0402-B;1;2;-43.365;-4.445;0.62;0.62;0;GND
556;C52;0603-B;0;1;-47.155;-7.62;0.95;1.0;0;N$3234
557;C52;0603-B;1;2;-45.555;-7.62;0.95;1.0;0;GND
558;C53;0402-B;0;1;-42.36;-4.445;0.62;0.62;0;N$3236
559;C53;0402-B;1;2;-41.46;-4.445;0.62;0.62;0;GND
560;C54;0603-B;0;1;-42.075;-7.62;0.95;1.0;0;BETA_5V'
561;C54;0603-B;1;2;-40.475;-7.62;0.95;1.0;0;GND
562;L10;0805-A;0;1;-49.26;-7.62;1.35;1.55;0;N$3234
563;L10;0805-A;1;2;-47.26;-7.62;1.35;1.55;0;CSO_S_V'
564;VIO;DFN65P300X300X100-9N;0;1;-45.237;0.965;0.3556;0.762;0;BETA_5V'
565;VIO;DFN65P300X300X100-9N;1;2;-45.237;0.33;0.3556;0.762;0;BETA_5V'
566;VIO;DFN65P300X300X100-9N;2;3;-45.237;-0.33;0.3556;0.762;0;VIO_EN
567;VIO;DFN65P300X300X100-9N;3;4;-45.237;-0.965;0.3556;0.762;0;GND
568;VIO;DFN65P300X300X100-9N;4;5;-42.393;-0.965;0.3556;0.762;0;VIO_PG
569;VIO;DFN65P300X300X100-9N;5;6;-42.393;-0.33;0.3556;0.762;0;N$3427
570;VIO;DFN65P300X300X100-9N;6;7;-42.393;0.33;0.3556;0.762;0;N$3426
571;VIO;DFN65P300X300X100-9N;7;8;-42.393;0.965;0.3556;0.762;0;N$3425
572;VIO;DFN65P300X300X100-9N;8;9;-43.815;0.0;1.5494;2.413;0;GND
573;R37;0402-B;0;1;-46.17;3.175;0.62;0.62;0;N$3425
574;R37;0402-B;1;2;-45.27;3.175;0.62;0.62;0;N$3426
575;R38;0402-B;0;1;-44.265;3.175;0.62;0.62;0;N$3426
576;R38;0402-B;1;2;-43.365;3.175;0.62;0.62;0;GND
577;C55;0603-B;0;1;-47.155;0.0;0.95;1.0;0;N$3425
578;C55;0603-B;1;2;-45.555;0.0;0.95;1.0;0;GND
579;C56;0402-B;0;1;-42.36;3.175;0.62;0.62;0;N$3427
580;C56;0402-B;1;2;-41.46;3.175;0.62;0.62;0;GND
581;C57;0603-B;0;1;-42.075;0.0;0.95;1.0;0;BETA_5V'
582;C57;0603-B;1;2;-40.475;0.0;0.95;1.0;0;GND
583;L11;0805-A;0;1;-49.26;0.0;1.35;1.55;0;N$3425
584;L11;0805-A;1;2;-47.26;0.0;1.35;1.55;0;VCCIO
585;MCN;DFN65P300X300X100-9N;0;1;-45.237;8.585;0.3556;0.762;0;BETA_5V'
586;MCN;DFN65P300X300X100-9N;1;2;-45.237;7.95;0.3556;0.762;0;BETA_5V'
587;MCN;DFN65P300X300X100-9N;2;3;-45.237;7.29;0.3556;0.762;0;MCN_EN
588;MCN;DFN65P300X300X100-9N;3;4;-45.237;6.655;0.3556;0.762;0;GND
589;MCN;DFN65P300X300X100-9N;4;5;-42.393;6.655;0.3556;0.762;0;MCN_PG
590;MCN;DFN65P300X300X100-9N;5;6;-42.393;7.29;0.3556;0.762;0;N$3618
591;MCN;DFN65P300X300X100-9N;6;7;-42.393;7.95;0.3556;0.762;0;N$3617
592;MCN;DFN65P300X300X100-9N;7;8;-42.393;8.585;0.3556;0.762;0;N$3616
593;MCN;DFN65P300X300X100-9N;8;9;-43.815;7.62;1.5494;2.413;0;GND
594;R35;0402-B;0;1;-46.17;10.795;0.62;0.62;0;N$3616
595;R35;0402-B;1;2;-45.27;10.795;0.62;0.62;0;N$3617
596;R36;0402-B;0;1;-44.265;10.795;0.62;0.62;0;N$3617
597;R36;0402-B;1;2;-43.365;10.795;0.62;0.62;0;GND
598;C58;0603-B;0;1;-47.155;7.62;0.95;1.0;0;N$3616
599;C58;0603-B;1;2;-45.555;7.62;0.95;1.0;0;GND
600;C59;0402-B;0;1;-42.36;10.795;0.62;0.62;0;N$3618
601;C59;0402-B;1;2;-41.46;10.795;0.62;0.62;0;GND
602;C60;0603-B;0;1;-42.075;7.62;0.95;1.0;0;BETA_5V'
603;C60;0603-B;1;2;-40.475;7.62;0.95;1.0;0;GND
604;L12;0805-A;0;1;-49.26;7.62;1.35;1.55;0;N$3616
605;L12;0805-A;1;2;-47.26;7.62;1.35;1.55;0;CSO_N_V'
606;MXN;DFN65P300X300X100-9N;0;1;-45.237;16.205;0.3556;0.762;0;BETA_5V'
607;MXN;DFN65P300X300X100-9N;1;2;-45.237;15.57;0.3556;0.762;0;BETA_5V'
608;MXN;DFN65P300X300X100-9N;2;3;-45.237;14.91;0.3556;0.762;0;MXN_EN
609;MXN;DFN65P300X300X100-9N;3;4;-45.237;14.275;0.3556;0.762;0;GND
610;MXN;DFN65P300X300X100-9N;4;5;-42.393;14.275;0.3556;0.762;0;MXN_PG
611;MXN;DFN65P300X300X100-9N;5;6;-42.393;14.91;0.3556;0.762;0;N$3809
612;MXN;DFN65P300X300X100-9N;6;7;-42.393;15.57;0.3556;0.762;0;N$3808
613;MXN;DFN65P300X300X100-9N;7;8;-42.393;16.205;0.3556;0.762;0;N$3807
614;MXN;DFN65P300X300X100-9N;8;9;-43.815;15.24;1.5494;2.413;0;GND
615;R33;0402-B;0;1;-46.17;18.415;0.62;0.62;0;N$3807
616;R33;0402-B;1;2;-45.27;18.415;0.62;0.62;0;N$3808
617;R34;0402-B;0;1;-44.265;18.415;0.62;0.62;0;N$3808
618;R34;0402-B;1;2;-43.365;18.415;0.62;0.62;0;GND
619;C61;0603-B;0;1;-47.155;15.24;0.95;1.0;0;N$3807
620;C61;0603-B;1;2;-45.555;15.24;0.95;1.0;0;GND
621;C62;0402-B;0;1;-42.36;18.415;0.62;0.62;0;N$3809
622;C62;0402-B;1;2;-41.46;18.415;0.62;0.62;0;GND
623;C63;0603-B;0;1;-42.075;15.24;0.95;1.0;0;BETA_5V'
624;C63;0603-B;1;2;-40.475;15.24;0.95;1.0;0;GND
625;L13;0805-A;0;1;-49.26;15.24;1.35;1.55;0;N$3807
626;L13;0805-A;1;2;-47.26;15.24;1.35;1.55;0;PCIE_N_V'
627;U6;QFN50P400X400X80-25N;0;1;1.25;1.95;0.3048;0.8128;270;SW_EN
628;U6;QFN50P400X400X80-25N;1;2;0.75;1.95;0.3048;0.8128;270;SS_PG
629;U6;QFN50P400X400X80-25N;2;3;0.25;1.95;0.3048;0.8128;270;SS_EN
630;U6;QFN50P400X400X80-25N;3;4;-0.25;1.95;0.3048;0.8128;270;SE_PG
631;U6;QFN50P400X400X80-25N;4;5;-0.75;1.95;0.3048;0.8128;270;SE_EN
632;U6;QFN50P400X400X80-25N;5;6;-1.25;1.95;0.3048;0.8128;270;EE_PG
633;U6;QFN50P400X400X80-25N;6;7;1.25;1.95;0.3048;0.8128;180;EE_EN
634;U6;QFN50P400X400X80-25N;7;8;0.75;1.95;0.3048;0.8128;180;VCC
635;U6;QFN50P400X400X80-25N;8;9;0.25;1.95;0.3048;0.8128;180;PMOD_SCL
636;U6;QFN50P400X400X80-25N;9;10;-0.25;1.95;0.3048;0.8128;180;PMOD_SDA
637;U6;QFN50P400X400X80-25N;10;11;-0.75;1.95;0.3048;0.8128;180;N$4020
638;U6;QFN50P400X400X80-25N;11;12;-1.25;1.95;0.3048;0.8128;180;VCC
639;U6;QFN50P400X400X80-25N;12;13;-1.25;-1.95;0.3048;0.8128;270;
640;U6;QFN50P400X400X80-25N;13;14;-0.75;-1.95;0.3048;0.8128;270;
641;U6;QFN50P400X400X80-25N;14;15;-0.25;-1.95;0.3048;0.8128;270;NE_PG
642;U6;QFN50P400X400X80-25N;15;16;0.25;-1.95;0.3048;0.8128;270;NE_EN
643;U6;QFN50P400X400X80-25N;16;17;0.75;-1.95;0.3048;0.8128;270;NN_PG
644;U6;QFN50P400X400X80-25N;17;18;1.25;-1.95;0.3048;0.8128;270;NN_EN
645;U6;QFN50P400X400X80-25N;18;19;-1.25;-1.95;0.3048;0.8128;180;NW_PG
646;U6;QFN50P400X400X80-25N;19;20;-0.75;-1.95;0.3048;0.8128;180;NW_EN
647;U6;QFN50P400X400X80-25N;20;21;-0.25;-1.95;0.3048;0.8128;180;WW_PG
648;U6;QFN50P400X400X80-25N;21;22;0.25;-1.95;0.3048;0.8128;180;WW_EN
649;U6;QFN50P400X400X80-25N;22;23;0.75;-1.95;0.3048;0.8128;180;GND
650;U6;QFN50P400X400X80-25N;23;24;1.25;-1.95;0.3048;0.8128;180;SW_PG
651;U6;QFN50P400X400X80-25N;24;25;0.0;0.0;2.2;2.2;0;GND
652;U7;QFN50P400X400X80-25N;0;1;-33.04;6.395;0.3048;0.8128;270;MXS_EN
653;U7;QFN50P400X400X80-25N;1;2;-33.54;6.395;0.3048;0.8128;270;
654;U7;QFN50P400X400X80-25N;2;3;-34.04;6.395;0.3048;0.8128;270;
655;U7;QFN50P400X400X80-25N;3;4;-34.54;6.395;0.3048;0.8128;270;
656;U7;QFN50P400X400X80-25N;4;5;-35.04;6.395;0.3048;0.8128;270;
657;U7;QFN50P400X400X80-25N;5;6;-35.54;6.395;0.3048;0.8128;270;
658;U7;QFN50P400X400X80-25N;6;7;-33.04;6.395;0.3048;0.8128;180;
659;U7;QFN50P400X400X80-25N;7;8;-33.54;6.395;0.3048;0.8128;180;VCC
660;U7;QFN50P400X400X80-25N;8;9;-34.04;6.395;0.3048;0.8128;180;PMOD_SCL
661;U7;QFN50P400X400X80-25N;9;10;-34.54;6.395;0.3048;0.8128;180;PMOD_SDA
662;U7;QFN50P400X400X80-25N;10;11;-35.04;6.395;0.3048;0.8128;180;N$4041
663;U7;QFN50P400X400X80-25N;11;12;-35.54;6.395;0.3048;0.8128;180;VCC
664;U7;QFN50P400X400X80-25N;12;13;-35.54;2.495;0.3048;0.8128;270;
665;U7;QFN50P400X400X80-25N;13;14;-35.04;2.495;0.3048;0.8128;270;
666;U7;QFN50P400X400X80-25N;14;15;-34.54;2.495;0.3048;0.8128;270;MXN_PG
667;U7;QFN50P400X400X80-25N;15;16;-34.04;2.495;0.3048;0.8128;270;MXN_EN
668;U7;QFN50P400X400X80-25N;16;17;-33.54;2.495;0.3048;0.8128;270;MCN_PG
669;U7;QFN50P400X400X80-25N;17;18;-33.04;2.495;0.3048;0.8128;270;MCN_EN
670;U7;QFN50P400X400X80-25N;18;19;-35.54;2.495;0.3048;0.8128;180;VIO_PG
671;U7;QFN50P400X400X80-25N;19;20;-35.04;2.495;0.3048;0.8128;180;VIO_EN
672;U7;QFN50P400X400X80-25N;20;21;-34.54;2.495;0.3048;0.8128;180;MCS_PG
673;U7;QFN50P400X400X80-25N;21;22;-34.04;2.495;0.3048;0.8128;180;MCS_EN
674;U7;QFN50P400X400X80-25N;22;23;-33.54;2.495;0.3048;0.8128;180;GND
675;U7;QFN50P400X400X80-25N;23;24;-33.04;2.495;0.3048;0.8128;180;MXS_PG
676;U7;QFN50P400X400X80-25N;24;25;-34.29;4.445;2.2;2.2;0;GND
677;RFE;DFN65P300X300X100-9N;0;1;15.723;-3.48;0.3556;0.762;0;BETA_5V'
678;RFE;DFN65P300X300X100-9N;1;2;15.723;-4.115;0.3556;0.762;0;BETA_5V'
679;RFE;DFN65P300X300X100-9N;2;3;15.723;-4.775;0.3556;0.762;0;RFE_EN
680;RFE;DFN65P300X300X100-9N;3;4;15.723;-5.41;0.3556;0.762;0;GND
681;RFE;DFN65P300X300X100-9N;4;5;18.567;-5.41;0.3556;0.762;0;RFE_PG
682;RFE;DFN65P300X300X100-9N;5;6;18.567;-4.775;0.3556;0.762;0;N$97
683;RFE;DFN65P300X300X100-9N;6;7;18.567;-4.115;0.3556;0.762;0;N$49
684;RFE;DFN65P300X300X100-9N;7;8;18.567;-3.48;0.3556;0.762;0;N$48
685;RFE;DFN65P300X300X100-9N;8;9;17.145;-4.445;1.5494;2.413;0;GND
686;R47;0402-B;0;1;18.6;-7.62;0.62;0.62;0;N$48
687;R47;0402-B;1;2;19.5;-7.62;0.62;0.62;0;N$49
688;R48;0402-B;0;1;16.695;-7.62;0.62;0.62;0;N$49
689;R48;0402-B;1;2;17.595;-7.62;0.62;0.62;0;GND
690;C64;0603-B;0;1;20.79;-5.397;0.95;1.0;0;N$48
691;C64;0603-B;1;2;22.39;-5.397;0.95;1.0;0;GND
692;C65;0402-B;0;1;14.79;-7.62;0.62;0.62;0;N$97
693;C65;0402-B;1;2;15.69;-7.62;0.62;0.62;0;GND
694;C66;0603-B;0;1;13.805;-4.445;0.95;1.0;0;BETA_5V'
695;C66;0603-B;1;2;15.405;-4.445;0.95;1.0;0;GND
696;L14;0805-B;0;1;19.103;-5.397;1.15;1.45;0;N$48
697;L14;0805-B;1;2;20.902;-5.397;1.15;1.45;0;RFE_V'
698;IOE;DFN65P300X300X100-9N;0;1;15.723;-11.1;0.3556;0.762;0;BETA_5V'
699;IOE;DFN65P300X300X100-9N;1;2;15.723;-11.735;0.3556;0.762;0;BETA_5V'
700;IOE;DFN65P300X300X100-9N;2;3;15.723;-12.395;0.3556;0.762;0;IOE_EN
701;IOE;DFN65P300X300X100-9N;3;4;15.723;-13.03;0.3556;0.762;0;GND
702;IOE;DFN65P300X300X100-9N;4;5;18.567;-13.03;0.3556;0.762;0;IOE_PG
703;IOE;DFN65P300X300X100-9N;5;6;18.567;-12.395;0.3556;0.762;0;N$421
704;IOE;DFN65P300X300X100-9N;6;7;18.567;-11.735;0.3556;0.762;0;N$420
705;IOE;DFN65P300X300X100-9N;7;8;18.567;-11.1;0.3556;0.762;0;N$98
706;IOE;DFN65P300X300X100-9N;8;9;17.145;-12.065;1.5494;2.413;0;GND
707;R49;0402-B;0;1;18.6;-15.24;0.62;0.62;0;N$98
708;R49;0402-B;1;2;19.5;-15.24;0.62;0.62;0;N$420
709;R50;0402-B;0;1;16.695;-15.24;0.62;0.62;0;N$420
710;R50;0402-B;1;2;17.595;-15.24;0.62;0.62;0;GND
711;C67;0603-B;0;1;20.79;-13.018;0.95;1.0;0;N$98
712;C67;0603-B;1;2;22.39;-13.018;0.95;1.0;0;GND
713;C68;0402-B;0;1;14.79;-15.24;0.62;0.62;0;N$421
714;C68;0402-B;1;2;15.69;-15.24;0.62;0.62;0;GND
715;C69;0603-B;0;1;13.805;-12.065;0.95;1.0;0;BETA_5V'
716;C69;0603-B;1;2;15.405;-12.065;0.95;1.0;0;GND
717;L15;0805-B;0;1;19.103;-13.018;1.15;1.45;0;N$98
718;L15;0805-B;1;2;20.902;-13.018;1.15;1.45;0;IOE_V'
719;RFW;DFN65P300X300X100-9N;0;1;-18.567;5.41;0.3556;0.762;0;BETA_5V'
720;RFW;DFN65P300X300X100-9N;1;2;-18.567;4.775;0.3556;0.762;0;BETA_5V'
721;RFW;DFN65P300X300X100-9N;2;3;-18.567;4.115;0.3556;0.762;0;RFW_EN
722;RFW;DFN65P300X300X100-9N;3;4;-18.567;3.48;0.3556;0.762;0;GND
