INDEX;PART_NAME;PACKAGE_NAME;PIN_INDEX;PAD_NAME;CENTER_X;CENTER_Y;LONG_SIDE_LENGTH;SHORT_SIDE_LENGTH;ANGLE_DEGREE;NET
723;RFW;DFN65P300X300X100-9N;4;5;-15.723;3.48;0.3556;0.762;0;RFW_PG
724;RFW;DFN65P300X300X100-9N;5;6;-15.723;4.115;0.3556;0.762;0;N$804
725;RFW;DFN65P300X300X100-9N;6;7;-15.723;4.775;0.3556;0.762;0;N$613
726;RFW;DFN65P300X300X100-9N;7;8;-15.723;5.41;0.3556;0.762;0;N$612
727;RFW;DFN65P300X300X100-9N;8;9;-17.145;4.445;1.5494;2.413;0;GND
728;R43;0402-B;0;1;-19.5;7.62;0.62;0.62;0;N$612
729;R43;0402-B;1;2;-18.6;7.62;0.62;0.62;0;N$613
730;R44;0402-B;0;1;-17.595;7.62;0.62;0.62;0;N$613
731;R44;0402-B;1;2;-16.695;7.62;0.62;0.62;0;GND
732;C70;0603-B;0;1;-22.39;5.397;0.95;1.0;0;N$612
733;C70;0603-B;1;2;-20.79;5.397;0.95;1.0;0;GND
734;C71;0402-B;0;1;-15.69;7.62;0.62;0.62;0;N$804
735;C71;0402-B;1;2;-14.79;7.62;0.62;0.62;0;GND
736;C72;0603-B;0;1;-15.405;4.445;0.95;1.0;0;BETA_5V'
737;C72;0603-B;1;2;-13.805;4.445;0.95;1.0;0;GND
738;L16;0805-B;0;1;-20.902;5.397;1.15;1.45;0;N$612
739;L16;0805-B;1;2;-19.103;5.397;1.15;1.45;0;RFW_V'
740;IOW;DFN65P300X300X100-9N;0;1;-18.567;13.03;0.3556;0.762;0;BETA_5V'
741;IOW;DFN65P300X300X100-9N;1;2;-18.567;12.395;0.3556;0.762;0;BETA_5V'
742;IOW;DFN65P300X300X100-9N;2;3;-18.567;11.735;0.3556;0.762;0;IOW_EN
743;IOW;DFN65P300X300X100-9N;3;4;-18.567;11.1;0.3556;0.762;0;GND
744;IOW;DFN65P300X300X100-9N;4;5;-15.723;11.1;0.3556;0.762;0;IOW_PG
745;IOW;DFN65P300X300X100-9N;5;6;-15.723;11.735;0.3556;0.762;0;N$997
746;IOW;DFN65P300X300X100-9N;6;7;-15.723;12.395;0.3556;0.762;0;N$996
747;IOW;DFN65P300X300X100-9N;7;8;-15.723;13.03;0.3556;0.762;0;N$805
748;IOW;DFN65P300X300X100-9N;8;9;-17.145;12.065;1.5494;2.413;0;GND
749;R45;0402-B;0;1;-19.5;15.24;0.62;0.62;0;N$805
750;R45;0402-B;1;2;-18.6;15.24;0.62;0.62;0;N$996
751;R46;0402-B;0;1;-17.595;15.24;0.62;0.62;0;N$996
752;R46;0402-B;1;2;-16.695;15.24;0.62;0.62;0;GND
753;C73;0603-B;0;1;-22.39;13.018;0.95;1.0;0;N$805
754;C73;0603-B;1;2;-20.79;13.018;0.95;1.0;0;GND
755;C74;0402-B;0;1;-15.69;15.24;0.62;0.62;0;N$997
756;C74;0402-B;1;2;-14.79;15.24;0.62;0.62;0;GND
757;C75;0603-B;0;1;-15.405;12.065;0.95;1.0;0;BETA_5V'
758;C75;0603-B;1;2;-13.805;12.065;0.95;1.0;0;GND
759;L17;0805-B;0;1;-20.902;13.018;1.15;1.45;0;N$805
760;L17;0805-B;1;2;-19.103;13.018;1.15;1.45;0;IOW_V'
761;R63;1206-B;0;1;-23.09;2.54;1.15;1.8;0;RFW_V'
762;R63;1206-B;1;2;-20.09;2.54;1.15;1.8;0;RFW_V
763;R64;1206-B;0;1;-23.09;10.16;1.15;1.8;0;IOW_V'
764;R64;1206-B;1;2;-20.09;10.16;1.15;1.8;0;IOW_V
765;R65;1206-B;0;1;20.09;-2.54;1.15;1.8;0;RFE_V'
766;R65;1206-B;1;2;23.09;-2.54;1.15;1.8;0;RFE_V
767;R66;1206-B;0;1;20.09;-10.16;1.15;1.8;0;IOE_V'
768;R66;1206-B;1;2;23.09;-10.16;1.15;1.8;0;IOE_V
769;R67;1206-B;0;1;-41.505;26.67;1.15;1.8;0;CSO_N_V'
770;R67;1206-B;1;2;-38.505;26.67;1.15;1.8;0;CSO_NE_V
771;R68;1206-B;0;1;-41.505;24.13;1.15;1.8;0;PCIE_N_V'
772;R68;1206-B;1;2;-38.505;24.13;1.15;1.8;0;PCIE_N_V
773;R71;1206-B;0;1;-41.505;-26.67;1.15;1.8;0;CSO_S_V'
774;R71;1206-B;1;2;-38.505;-26.67;1.15;1.8;0;CSO_SW_V
775;R72;1206-B;0;1;-41.505;-24.13;1.15;1.8;0;PCIE_S_V'
776;R72;1206-B;1;2;-38.505;-24.13;1.15;1.8;0;PCIE_S_V
777;R51;1206-B;0;1;-11.025;13.97;1.15;1.8;0;W_VW'
778;R51;1206-B;1;2;-8.025;13.97;1.15;1.8;0;W_VW
779;R52;1206-B;0;1;-1.5;13.97;1.15;1.8;0;N_VW'
780;R52;1206-B;1;2;1.5;13.97;1.15;1.8;0;N_VW
781;R53;1206-B;0;1;8.025;13.97;1.15;1.8;0;N_VN'
782;R53;1206-B;1;2;11.025;13.97;1.15;1.8;0;N_VN
783;R54;1206-B;0;1;17.55;13.97;1.15;1.8;0;N_VE'
784;R54;1206-B;1;2;20.55;13.97;1.15;1.8;0;N_VE
785;R57;1206-B;0;1;8.025;-13.97;1.15;1.8;0;E_VE'
786;R57;1206-B;1;2;11.025;-13.97;1.15;1.8;0;E_VE
787;R58;1206-B;0;1;-1.5;-13.97;1.15;1.8;0;S_VE'
788;R58;1206-B;1;2;1.5;-13.97;1.15;1.8;0;S_VE
789;R59;1206-B;0;1;-11.025;-13.97;1.15;1.8;0;S_VS'
790;R59;1206-B;1;2;-8.025;-13.97;1.15;1.8;0;S_VS
791;R60;1206-B;0;1;-20.55;-13.97;1.15;1.8;0;S_VW'
792;R60;1206-B;1;2;-17.55;-13.97;1.15;1.8;0;S_VW
793;R69;1206-B;0;1;37.87;1.905;1.15;1.8;0;ZED_5V
794;R69;1206-B;1;2;40.87;1.905;1.15;1.8;0;ZED_5V'
795;R70;1206-B;0;1;37.87;-1.905;1.15;1.8;0;BETA_5V
796;R70;1206-B;1;2;40.87;-1.905;1.15;1.8;0;BETA_5V'
797;U25;PCA9570GMH;0;1;8.925;-0.77;0.25;0.45;0;GND
798;U25;PCA9570GMH;1;2;8.925;-1.27;0.25;0.45;0;VCCIO
799;U25;PCA9570GMH;2;3;8.925;-1.77;0.25;0.45;0;AB_SDA
800;U25;PCA9570GMH;3;4;10.125;-1.27;0.25;0.45;90;AB_SCL
801;U25;PCA9570GMH;4;5;10.125;-1.77;0.25;0.45;0;AB_SCL'
802;U25;PCA9570GMH;5;6;10.125;-1.27;0.25;0.45;0;AB_SDA'
803;U25;PCA9570GMH;6;7;10.125;-0.77;0.25;0.45;0;N$1006
804;U25;PCA9570GMH;7;8;8.925;-1.27;0.25;0.45;90;N$1006
805;R94;0402-B;0;1;6.218;0.0;0.62;0.62;0;VCC
806;R94;0402-B;1;2;7.118;0.0;0.62;0.62;0;N$1006
807;C82;0402-B;0;1;7.17;0.0;0.62;0.62;0;N$1006
808;C82;0402-B;1;2;8.07;0.0;0.62;0.62;0;GND
809;U24;DFN3X3_10LEAD;0;1;-38.28;-18.05;0.3;0.7;0;VCCIO
810;U24;DFN3X3_10LEAD;1;2;-38.28;-18.55;0.3;0.7;0;VCCO_35
811;U24;DFN3X3_10LEAD;2;3;-38.28;-19.05;0.3;0.7;0;VCCIO
812;U24;DFN3X3_10LEAD;3;4;-38.28;-19.55;0.3;0.7;0;VCCO_13
813;U24;DFN3X3_10LEAD;4;9;-35.38;-18.55;0.3;0.7;0;PMOD_SCL
814;U24;DFN3X3_10LEAD;5;6;-35.38;-20.05;0.3;0.7;0;N$38
815;U24;DFN3X3_10LEAD;6;7;-35.38;-19.55;0.3;0.7;0;
816;U24;DFN3X3_10LEAD;7;8;-35.38;-19.05;0.3;0.7;0;PMOD_SDA
817;U24;DFN3X3_10LEAD;8;EPAD;-36.83;-19.05;1.6;2.3;0;GND
818;U24;DFN3X3_10LEAD;9;5;-38.28;-20.05;0.3;0.7;0;GND
819;U24;DFN3X3_10LEAD;10;10;-35.38;-18.05;0.3;0.7;0;VCC
820;R75;0402-B;0;1;-36.328;-16.192;0.62;0.62;0;N$38
821;R75;0402-B;1;2;-35.427;-16.192;0.62;0.62;0;GND
822;U23;DFN3X3_10LEAD;0;1;-38.28;20.05;0.3;0.7;0;VCCIO
823;U23;DFN3X3_10LEAD;1;2;-38.28;19.55;0.3;0.7;0;PCIE_VCCIO
824;U23;DFN3X3_10LEAD;2;3;-38.28;19.05;0.3;0.7;0;VCCIO
825;U23;DFN3X3_10LEAD;3;4;-38.28;18.55;0.3;0.7;0;VCCO_34
826;U23;DFN3X3_10LEAD;4;9;-35.38;19.55;0.3;0.7;0;PMOD_SCL
827;U23;DFN3X3_10LEAD;5;6;-35.38;18.05;0.3;0.7;0;N$76
828;U23;DFN3X3_10LEAD;6;7;-35.38;18.55;0.3;0.7;0;
829;U23;DFN3X3_10LEAD;7;8;-35.38;19.05;0.3;0.7;0;PMOD_SDA
830;U23;DFN3X3_10LEAD;8;EPAD;-36.83;19.05;1.6;2.3;0;GND
831;U23;DFN3X3_10LEAD;9;5;-38.28;18.05;0.3;0.7;0;GND
832;U23;DFN3X3_10LEAD;10;10;-35.38;20.05;0.3;0.7;0;VCC
833;R78;0402-B;0;1;-38.233;16.192;0.62;0.62;0;N$76
834;R78;0402-B;1;2;-37.332;16.192;0.62;0.62;0;GND
835;C85;0402-B;0;1;3.36;-1.016;0.62;0.62;0;VCC
836;C85;0402-B;1;2;4.26;-1.016;0.62;0.62;0;GND
837;C86;0402-B;0;1;-30.295;2.54;0.62;0.62;0;VCC
838;C86;0402-B;1;2;-29.395;2.54;0.62;0.62;0;GND
839;R1;0402-B;0;1;-4.895;12.7;0.62;0.62;0;N$253
840;R1;0402-B;1;2;-3.995;12.7;0.62;0.62;0;N$34
841;R5;0402-B;0;1;4.63;12.7;0.62;0.62;0;N$610
842;R5;0402-B;1;2;5.53;12.7;0.62;0.62;0;N$416
843;R9;0402-B;0;1;14.155;12.7;0.62;0.62;0;N$994
844;R9;0402-B;1;2;15.055;12.7;0.62;0.62;0;N$608
845;R13;0402-B;0;1;23.68;12.7;0.62;0.62;0;N$1002
846;R13;0402-B;1;2;24.58;12.7;0.62;0.62;0;N$800
847;R17;0402-B;0;1;3.995;-12.7;0.62;0.62;0;N$1010
848;R17;0402-B;1;2;4.895;-12.7;0.62;0.62;0;N$992
849;R21;0402-B;0;1;-5.53;-12.7;0.62;0.62;0;N$1018
850;R21;0402-B;1;2;-4.63;-12.7;0.62;0.62;0;N$1000
851;R25;0402-B;0;1;-15.055;-12.7;0.62;0.62;0;N$1944
852;R25;0402-B;1;2;-14.155;-12.7;0.62;0.62;0;N$1008
853;R29;0402-B;0;1;-24.58;-12.7;0.62;0.62;0;N$3430
854;R29;0402-B;1;2;-23.68;-12.7;0.62;0.62;0;N$1016
855;U29;SOT996-2/3;0;1;-35.04;10.615;0.25;0.85;0;PMOD_SDA
856;U29;SOT996-2/3;1;2;-34.54;10.565;0.25;0.75;0;PMOD_SCL
857;U29;SOT996-2/3;2;3;-34.04;10.565;0.25;0.75;0;
858;U29;SOT996-2/3;3;4;-33.54;10.565;0.25;0.75;0;GND
859;U29;SOT996-2/3;4;5;-33.54;13.565;0.25;0.75;0;VCC
860;U29;SOT996-2/3;5;6;-34.04;13.565;0.25;0.75;0;VCC
861;U29;SOT996-2/3;6;7;-34.54;13.565;0.25;0.75;0;VCC
862;U29;SOT996-2/3;7;8;-35.04;13.565;0.25;0.75;0;VCC
863;C89;0402-B;0;1;-34.74;10.351;0.62;0.62;0;VCC
864;C89;0402-B;1;2;-33.84;10.351;0.62;0.62;0;GND
865;U9;QFN50P400X400X80-25N;0;1;32.365;7.665;0.3048;0.8128;270;
866;U9;QFN50P400X400X80-25N;1;2;31.865;7.665;0.3048;0.8128;270;E_SPI_EN
867;U9;QFN50P400X400X80-25N;2;3;31.365;7.665;0.3048;0.8128;270;N_I2C_EN
868;U9;QFN50P400X400X80-25N;3;4;30.865;7.665;0.3048;0.8128;270;N_SPI_EN
869;U9;QFN50P400X400X80-25N;4;5;30.365;7.665;0.3048;0.8128;270;E_I2C_EN
870;U9;QFN50P400X400X80-25N;5;6;29.865;7.665;0.3048;0.8128;270;A_BUS_EN
871;U9;QFN50P400X400X80-25N;6;7;32.365;7.665;0.3048;0.8128;180;B_BUS_EN
872;U9;QFN50P400X400X80-25N;7;8;31.865;7.665;0.3048;0.8128;180;VCC
873;U9;QFN50P400X400X80-25N;8;9;31.365;7.665;0.3048;0.8128;180;PMOD_SCL
874;U9;QFN50P400X400X80-25N;9;10;30.865;7.665;0.3048;0.8128;180;PMOD_SDA
875;U9;QFN50P400X400X80-25N;10;11;30.365;7.665;0.3048;0.8128;180;N$244
876;U9;QFN50P400X400X80-25N;11;12;29.865;7.665;0.3048;0.8128;180;VCC
877;U9;QFN50P400X400X80-25N;12;13;29.865;3.765;0.3048;0.8128;270;
878;U9;QFN50P400X400X80-25N;13;14;30.365;3.765;0.3048;0.8128;270;
879;U9;QFN50P400X400X80-25N;14;15;30.865;3.765;0.3048;0.8128;270;IOE_PG
880;U9;QFN50P400X400X80-25N;15;16;31.365;3.765;0.3048;0.8128;270;IOE_EN
881;U9;QFN50P400X400X80-25N;16;17;31.865;3.765;0.3048;0.8128;270;RFE_PG
882;U9;QFN50P400X400X80-25N;17;18;32.365;3.765;0.3048;0.8128;270;RFE_EN
883;U9;QFN50P400X400X80-25N;18;19;29.865;3.765;0.3048;0.8128;180;B_!RST
884;U9;QFN50P400X400X80-25N;19;20;30.365;3.765;0.3048;0.8128;180;CD'
885;U9;QFN50P400X400X80-25N;20;21;30.865;3.765;0.3048;0.8128;180;CSE_PG
886;U9;QFN50P400X400X80-25N;21;22;31.365;3.765;0.3048;0.8128;180;CSE_EN
887;U9;QFN50P400X400X80-25N;22;23;31.865;3.765;0.3048;0.8128;180;GND
888;U9;QFN50P400X400X80-25N;23;24;32.365;3.765;0.3048;0.8128;180;!X_MCLR
889;U9;QFN50P400X400X80-25N;24;25;31.115;5.715;2.2;2.2;0;GND
890;U8;QFN50P400X400X80-25N;0;1;-29.865;-3.765;0.3048;0.8128;270;
891;U8;QFN50P400X400X80-25N;1;2;-30.365;-3.765;0.3048;0.8128;270;JTAG_EN
892;U8;QFN50P400X400X80-25N;2;3;-30.865;-3.765;0.3048;0.8128;270;S_I2C_EN
893;U8;QFN50P400X400X80-25N;3;4;-31.365;-3.765;0.3048;0.8128;270;S_SPI_EN
894;U8;QFN50P400X400X80-25N;4;5;-31.865;-3.765;0.3048;0.8128;270;W_I2C_EN
895;U8;QFN50P400X400X80-25N;5;6;-32.365;-3.765;0.3048;0.8128;270;
896;U8;QFN50P400X400X80-25N;6;7;-29.865;-3.765;0.3048;0.8128;180;
897;U8;QFN50P400X400X80-25N;7;8;-30.365;-3.765;0.3048;0.8128;180;VCC
898;U8;QFN50P400X400X80-25N;8;9;-30.865;-3.765;0.3048;0.8128;180;PMOD_SCL
899;U8;QFN50P400X400X80-25N;9;10;-31.365;-3.765;0.3048;0.8128;180;PMOD_SDA
900;U8;QFN50P400X400X80-25N;10;11;-31.865;-3.765;0.3048;0.8128;180;N$250
901;U8;QFN50P400X400X80-25N;11;12;-32.365;-3.765;0.3048;0.8128;180;VCC
902;U8;QFN50P400X400X80-25N;12;13;-32.365;-7.665;0.3048;0.8128;270;
903;U8;QFN50P400X400X80-25N;13;14;-31.865;-7.665;0.3048;0.8128;270;
904;U8;QFN50P400X400X80-25N;14;15;-31.365;-7.665;0.3048;0.8128;270;IOW_PG
905;U8;QFN50P400X400X80-25N;15;16;-30.865;-7.665;0.3048;0.8128;270;IOW_EN
906;U8;QFN50P400X400X80-25N;16;17;-30.365;-7.665;0.3048;0.8128;270;RFW_PG
907;U8;QFN50P400X400X80-25N;17;18;-29.865;-7.665;0.3048;0.8128;270;RFW_EN
908;U8;QFN50P400X400X80-25N;18;19;-32.365;-7.665;0.3048;0.8128;180;A_!RST
909;U8;QFN50P400X400X80-25N;19;20;-31.865;-7.665;0.3048;0.8128;180;
910;U8;QFN50P400X400X80-25N;20;21;-31.365;-7.665;0.3048;0.8128;180;CNW_PG
911;U8;QFN50P400X400X80-25N;21;22;-30.865;-7.665;0.3048;0.8128;180;CNW_EN
912;U8;QFN50P400X400X80-25N;22;23;-30.365;-7.665;0.3048;0.8128;180;GND
913;U8;QFN50P400X400X80-25N;23;24;-29.865;-7.665;0.3048;0.8128;180;
914;U8;QFN50P400X400X80-25N;24;25;-31.115;-5.715;2.2;2.2;0;GND
915;U2;SIL0008D-GM;0;1;45.305;10.817;0.4;0.5;0;ZED_5V_EN
916;U2;SIL0008D-GM;1;2;45.305;10.167;0.4;0.5;0;VIN
917;U2;SIL0008D-GM;2;3;45.305;9.518;0.4;0.5;0;GND
918;U2;SIL0008D-GM;3;4;45.305;8.867;0.4;0.5;0;ZED_5V
919;U2;SIL0008D-GM;4;5;47.405;8.867;0.4;0.5;0;ZED_5V
920;U2;SIL0008D-GM;5;6;47.405;9.518;0.4;0.5;0;N$19
921;U2;SIL0008D-GM;6;7;47.405;10.167;0.4;0.5;0;ZED_5V_PG
922;U2;SIL0008D-GM;7;8;47.405;10.817;0.4;0.5;0;N$2
923;U2;SIL0008D-GM;8;EPAD;46.355;9.842;1.1;1.9;90;GND
924;U3;SIL0008D-GM;0;1;45.305;18.438;0.4;0.5;0;BETA_5V_EN
925;U3;SIL0008D-GM;1;2;45.305;17.787;0.4;0.5;0;VIN
926;U3;SIL0008D-GM;2;3;45.305;17.137;0.4;0.5;0;GND
927;U3;SIL0008D-GM;3;4;45.305;16.487;0.4;0.5;0;BETA_5V
928;U3;SIL0008D-GM;4;5;47.405;16.487;0.4;0.5;0;BETA_5V
929;U3;SIL0008D-GM;5;6;47.405;17.137;0.4;0.5;0;N$15
930;U3;SIL0008D-GM;6;7;47.405;17.787;0.4;0.5;0;BETA_5V_PG
931;U3;SIL0008D-GM;7;8;47.405;18.438;0.4;0.5;0;N$8
932;U3;SIL0008D-GM;8;EPAD;46.355;17.462;1.1;1.9;90;GND
933;C5;0402-C;0;1;46.59;12.383;0.52;0.52;0;N$2
934;C5;0402-C;1;2;47.39;12.383;0.52;0.52;0;GND
935;C6;0402-C;0;1;46.59;20.003;0.52;0.52;0;N$8
936;C6;0402-C;1;2;47.39;20.003;0.52;0.52;0;GND
937;C7;0603-B;0;1;43.015;17.462;0.95;1.0;0;VIN
938;C7;0603-B;1;2;44.615;17.462;0.95;1.0;0;GND
939;C8;0603-B;0;1;45.555;14.605;0.95;1.0;0;BETA_5V
940;C8;0603-B;1;2;47.155;14.605;0.95;1.0;0;GND
941;C9;0603-B;0;1;43.015;9.842;0.95;1.0;0;VIN
942;C9;0603-B;1;2;44.615;9.842;0.95;1.0;0;GND
943;C10;0603-B;0;1;45.555;6.985;0.95;1.0;0;ZED_5V
944;C10;0603-B;1;2;47.155;6.985;0.95;1.0;0;GND
945;R110;0402-C;0;1;48.495;16.51;0.52;0.52;0;BETA_5V
946;R110;0402-C;1;2;49.295;16.51;0.52;0.52;0;N$15
947;R111;0402-C;0;1;48.495;18.415;0.52;0.52;0;N$15
948;R111;0402-C;1;2;49.295;18.415;0.52;0.52;0;GND
949;R114;0402-C;0;1;48.495;8.89;0.52;0.52;0;ZED_5V
950;R114;0402-C;1;2;49.295;8.89;0.52;0.52;0;N$19
951;R115;0402-C;0;1;48.495;10.795;0.52;0.52;0;N$19
952;R115;0402-C;1;2;49.295;10.795;0.52;0.52;0;GND
953;U1;UQFN65P400X400X100-17N;0;1;40.345;9.938;0.35;0.8;270;BETA_5V_PG
954;U1;UQFN65P400X400X100-17N;1;2;39.695;9.938;0.35;0.8;270;ZED_5V_PG
955;U1;UQFN65P400X400X100-17N;2;3;39.045;9.938;0.35;0.8;270;!X_MCLR
956;U1;UQFN65P400X400X100-17N;3;4;38.395;9.938;0.35;0.8;270;FAN_PWM
957;U1;UQFN65P400X400X100-17N;4;5;38.395;5.938;0.35;0.8;0;ZED_5V_EN
958;U1;UQFN65P400X400X100-17N;5;6;39.045;5.938;0.35;0.8;0;BTN_A
959;U1;UQFN65P400X400X100-17N;6;7;39.695;5.938;0.35;0.8;0;BTN_S
960;U1;UQFN65P400X400X100-17N;7;8;40.345;5.938;0.35;0.8;0;BETA_5V_EN
961;U1;UQFN65P400X400X100-17N;8;9;40.345;9.938;0.35;0.8;90;VIN_SENSE
962;U1;UQFN65P400X400X100-17N;9;10;39.695;9.938;0.35;0.8;90;SN_SENSE
963;U1;UQFN65P400X400X100-17N;10;11;39.045;9.938;0.35;0.8;90;X_SCL
964;U1;UQFN65P400X400X100-17N;11;12;38.395;9.938;0.35;0.8;90;X_SDA
965;U1;UQFN65P400X400X100-17N;12;13;38.395;5.938;0.35;0.8;180;GND
966;U1;UQFN65P400X400X100-17N;13;14;39.045;5.938;0.35;0.8;180;
967;U1;UQFN65P400X400X100-17N;14;EP;39.37;7.938;2.7;2.7;0;GND
968;U1;UQFN65P400X400X100-17N;15;15;39.695;5.938;0.35;0.8;180;
969;U1;UQFN65P400X400X100-17N;16;16;40.345;5.938;0.35;0.8;180;VSB
970;R126;0402-C;0;1;38.526;12.065;0.52;0.52;0;BTN_S
971;R126;0402-C;1;2;39.325;12.065;0.52;0.52;0;BTN
972;Q1;SOT23;0;1;38.42;21.125;0.8;1.0;0;N$14
973;Q1;SOT23;1;2;40.32;21.125;0.8;1.0;0;GND
974;Q1;SOT23;2;3;39.37;23.325;0.8;1.0;0;FAN
975;S/N;3X2MM;0;1;38.37;26.352;1.0;1.75;0;GND
976;S/N;3X2MM;1;2;40.37;26.352;1.0;1.75;0;SN_SENSE
977;R118;0402-B;0;1;40.19;19.685;0.62;0.62;0;N$14
978;R118;0402-B;1;2;41.09;19.685;0.62;0.62;0;FAN_PWM
979;C94;0402-C;0;1;39.415;12.065;0.52;0.52;0;BTN
980;C94;0402-C;1;2;40.215;12.065;0.52;0.52;0;BTN_A
